sensor_record_id,aircraft_id,reading_date,flight_hours_at_reading,egt_celsius,oil_pressure_psi,vibration_ips,fuel_flow_kgh,bleed_air_temp_c,anomaly_flag
SNS001248,AC012,2022-07-19,18845,906.3,79.9,0.336,2375.7,220.7,0
SNS001249,AC012,2023-05-21,18853,911.4,78.84,0.239,2108.9,186.8,0
SNS001250,AC012,2024-07-04,18861,902.5,64.01,0.598,2272.9,197.7,0
SNS001251,AC012,2023-08-02,18869,911.9,57.97,0.574,2570.6,190.4,0
SNS001252,AC012,2023-06-25,18877,914.5,80.39,0.495,2325.5,194.5,0
SNS001253,AC012,2024-07-23,18885,900.4,62.81,0.373,2182.4,188.5,0
SNS001254,AC012,2024-12-03,18893,912.5,58.72,0.177,2567.8,202.6,0
SNS001255,AC012,2023-09-25,18901,916.8,46.34,0.671,2194.8,198.4,0
SNS001256,AC012,2024-03-22,18909,905.0,66.28,0.538,2352.7,203.8,0
SNS001257,AC012,2022-02-02,18917,919.6,76.73,0.334,2265.6,235.0,0
SNS001258,AC012,2023-05-21,18925,912.9,65.05,0.579,2323.5,218.0,0
SNS001259,AC012,2024-02-25,18933,907.7,82.98,0.769,2441.2,194.2,0
SNS001260,AC012,2023-11-29,18941,910.5,70.75,0.147,2595.4,254.7,0
SNS001261,AC012,2023-09-28,18949,913.9,78.99,0.675,2452.0,217.9,0
SNS001262,AC012,2023-08-17,18957,911.5,84.38,0.621,2362.7,243.4,0
SNS001263,AC012,2024-11-30,18965,915.1,67.56,0.741,2207.6,213.1,0
SNS001264,AC012,2022-06-10,18973,907.7,79.58,0.371,2459.3,242.4,0
SNS001265,AC012,2023-11-03,18981,913.5,68.18,0.676,2132.3,237.0,0
SNS001266,AC012,2023-11-18,18989,905.2,51.71,0.873,2266.1,230.4,0
SNS001267,AC012,2022-06-28,18997,911.5,63.23,0.505,2385.5,191.0,0
SNS001268,AC012,2023-02-07,19005,907.3,76.11,0.412,2515.3,203.4,0
SNS001269,AC012,2024-10-07,19013,908.7,67.58,0.678,2377.0,230.5,0
SNS001270,AC012,2022-10-04,19021,916.8,66.96,0.618,2111.6,182.4,0
SNS001271,AC012,2023-06-08,19029,916.6,77.58,0.639,2398.1,211.6,0
SNS001272,AC012,2023-10-17,19037,913.9,64.46,0.573,2153.8,249.4,0
SNS001273,AC012,2022-03-29,19045,907.0,60.67,0.19,2448.6,233.7,0
SNS001274,AC012,2022-01-29,19053,911.3,45.04,0.684,2415.6,208.2,0
SNS001275,AC012,2024-09-17,19061,919.9,55.55,0.646,2341.9,233.9,0
SNS001276,AC012,2023-08-24,19069,914.6,73.45,0.59,2297.0,208.0,0
SNS001277,AC012,2022-09-21,19077,924.6,77.35,0.273,2122.4,259.5,0
SNS001278,AC012,2022-08-24,19085,914.5,68.21,0.236,2265.9,194.4,0
SNS001279,AC012,2023-03-21,19093,915.2,54.83,0.728,2217.5,198.6,0
SNS001280,AC012,2024-06-03,19101,911.2,71.76,0.657,2348.9,197.0,0
SNS001281,AC012,2022-09-24,19109,913.1,78.09,0.379,2527.1,205.8,0
SNS001282,AC012,2023-02-28,19117,913.0,45.0,0.685,2395.1,227.9,0
SNS001283,AC012,2023-06-10,19125,914.4,81.43,0.164,2547.7,230.2,0
SNS001284,AC012,2024-11-10,19133,915.8,76.45,0.173,2430.2,226.1,0
SNS001285,AC012,2022-03-14,19141,909.3,55.26,0.431,2543.7,258.3,0
SNS001286,AC012,2024-10-15,19149,908.4,55.43,0.246,2522.3,253.3,0
SNS001287,AC012,2022-07-04,19157,904.1,74.72,0.252,2484.0,209.5,0
SNS001288,AC012,2024-05-16,19165,916.1,77.05,0.743,2467.7,197.4,0
SNS001289,AC012,2023-12-15,19173,909.5,59.99,0.915,2558.6,209.7,0
SNS001290,AC012,2022-10-23,19181,905.0,57.47,0.485,2468.0,210.4,0
SNS001291,AC012,2023-02-28,19189,914.7,45.16,0.889,2479.6,239.7,0
SNS001292,AC012,2024-10-19,19197,924.5,72.35,0.631,2248.8,216.9,0
SNS001293,AC012,2024-03-01,19205,912.6,73.79,0.712,2582.6,185.8,0
SNS001294,AC012,2024-02-15,19213,915.8,69.23,0.618,2403.7,232.5,0
SNS001295,AC012,2023-04-30,19221,912.1,67.76,0.249,2581.0,215.3,0
SNS001296,AC012,2024-03-18,19229,915.0,54.7,0.591,2481.0,226.6,0
SNS001297,AC012,2022-05-11,19237,919.7,77.97,0.44,2596.1,197.4,0
SNS001298,AC012,2022-02-03,19245,910.1,60.61,0.419,2455.5,189.4,0
SNS001299,AC012,2022-04-21,19253,914.9,47.75,0.324,2322.7,217.0,0
SNS001300,AC012,2022-04-24,19261,918.7,77.88,0.536,2145.2,239.3,0
SNS001301,AC012,2024-01-16,19269,913.1,80.05,0.288,2566.1,238.4,0
SNS001302,AC012,2023-05-20,19277,920.4,59.06,0.255,2561.0,250.9,0
SNS001303,AC012,2023-10-12,19285,914.5,66.24,0.479,2334.4,184.9,0
SNS001304,AC012,2024-01-09,19293,909.7,68.38,0.688,2118.5,187.1,0
SNS001305,AC012,2023-01-09,19301,919.1,81.17,0.439,2482.8,254.4,0
SNS001306,AC012,2023-10-29,19309,909.0,66.63,0.896,2570.4,180.8,0
SNS001307,AC012,2022-09-18,19317,915.9,53.12,0.684,2152.4,258.4,0
SNS001308,AC012,2024-03-11,19325,915.3,52.28,0.778,2310.3,192.5,0
SNS001309,AC012,2023-05-27,19333,920.2,66.33,0.552,2137.9,220.0,0
SNS001310,AC012,2022-06-21,19341,919.3,73.99,0.927,2363.2,193.8,0
SNS001311,AC012,2024-02-06,19349,911.8,68.44,0.746,2476.4,217.8,0
SNS001312,AC012,2024-01-17,19357,918.3,68.59,0.244,2446.4,208.9,0
SNS001313,AC012,2022-09-23,19365,924.2,57.21,0.528,2112.9,259.1,0
SNS001314,AC012,2024-06-14,19373,915.9,76.05,0.236,2173.9,242.3,0
SNS001315,AC012,2022-12-30,19381,916.8,53.25,0.322,2575.3,223.5,0
SNS001316,AC012,2024-06-17,19389,909.6,64.31,0.43,2546.9,208.1,0
SNS001317,AC012,2024-04-19,19397,908.9,82.32,0.449,2432.1,248.0,0
SNS001318,AC012,2024-10-18,19405,912.4,55.7,0.407,2116.9,234.8,0
SNS001319,AC012,2024-11-30,19413,910.8,74.96,0.857,2161.5,224.1,0
SNS001320,AC012,2023-12-25,19421,917.4,46.15,0.578,2567.3,218.4,0
SNS001321,AC012,2023-09-28,19429,919.7,81.76,0.746,2473.6,207.1,0
SNS001322,AC012,2022-01-25,19437,917.3,44.97,0.124,2552.2,224.5,0
SNS001323,AC012,2024-05-11,19445,916.0,64.05,0.904,2226.8,214.8,0
SNS001324,AC012,2023-03-11,19453,918.5,76.86,0.714,2577.4,210.2,0
SNS001325,AC012,2024-02-26,19461,919.9,55.89,0.757,2221.1,197.5,0
SNS001326,AC012,2024-06-28,19469,906.3,74.15,0.457,2214.4,256.2,0
SNS001327,AC012,2022-10-30,19477,908.6,79.29,0.67,2559.9,193.6,0
SNS001328,AC012,2022-08-23,19485,917.4,47.17,0.14,2209.3,203.2,0
SNS001329,AC012,2024-10-18,19493,908.3,84.06,0.161,2581.8,189.2,0
SNS001330,AC012,2023-08-17,19501,914.9,81.16,0.112,2336.6,240.1,0
SNS001331,AC012,2022-02-24,19509,926.2,78.73,0.655,2313.5,227.6,0
SNS001332,AC012,2024-09-23,19517,922.8,83.4,0.461,2108.0,222.6,0
SNS001333,AC012,2023-10-12,19525,917.2,68.45,0.215,2475.7,218.8,1
SNS001334,AC012,2024-03-07,19533,924.2,52.54,0.486,2364.4,208.0,0
SNS001335,AC012,2024-07-11,19541,921.7,64.15,0.631,2440.0,252.3,1
SNS001336,AC012,2024-07-16,19549,911.5,49.22,0.621,2367.6,256.7,0
SNS001337,AC012,2023-06-25,19557,919.9,72.62,0.91,2132.3,214.8,1
SNS001338,AC012,2023-10-18,19565,912.5,63.76,0.502,2341.7,199.0,0
SNS001339,AC012,2022-11-20,19573,911.0,53.61,0.333,2327.6,209.5,0
SNS001340,AC012,2022-05-29,19581,922.2,80.57,0.221,2374.1,225.0,0
SNS001341,AC012,2023-11-12,19589,917.3,68.07,0.667,2524.2,197.7,0
SNS001342,AC012,2023-01-19,19597,922.0,45.44,0.782,2559.1,205.9,0
SNS001343,AC012,2023-08-11,19605,918.6,48.91,0.315,2261.0,209.1,0
SNS001344,AC012,2022-03-08,19613,922.0,67.1,0.587,2238.6,254.0,0
SNS001345,AC013,2024-08-19,70604,873.8,50.39,0.588,2223.5,250.7,0
SNS001346,AC013,2022-04-24,70612,861.7,75.51,0.37,2201.1,250.2,0
SNS001347,AC013,2023-02-03,70620,856.5,59.71,0.857,2256.9,252.5,0
SNS001348,AC013,2022-02-11,70628,874.0,84.87,0.227,2193.0,236.3,0
SNS001349,AC013,2024-04-06,70636,862.8,65.96,0.551,2482.0,206.0,0
SNS001350,AC013,2024-08-21,70644,868.4,79.34,0.219,2450.8,218.1,0
SNS001351,AC013,2023-01-25,70652,863.7,82.53,0.3,2394.0,217.5,0
SNS001352,AC013,2023-03-26,70660,860.7,77.45,0.683,2533.8,247.6,0
SNS001353,AC013,2024-04-23,70668,871.9,64.96,0.556,2349.3,244.8,0
SNS001354,AC013,2023-11-18,70676,874.2,76.51,0.71,2443.1,203.4,0
SNS001355,AC013,2024-01-16,70684,867.2,62.64,0.218,2299.9,255.6,0
SNS001356,AC013,2022-02-25,70692,857.3,45.57,0.459,2215.7,194.6,0
SNS001357,AC013,2022-10-30,70700,867.2,50.82,0.518,2272.8,210.9,0
SNS001358,AC013,2022-02-02,70708,871.8,57.09,0.167,2275.6,220.0,0
SNS001359,AC013,2022-05-19,70716,862.8,57.67,0.573,2520.1,256.6,0
SNS001360,AC013,2024-06-24,70724,870.6,77.0,0.356,2145.3,250.3,0
SNS001361,AC013,2024-07-31,70732,870.7,84.12,0.646,2252.1,219.6,0
SNS001362,AC013,2023-10-08,70740,874.0,72.42,0.755,2282.3,239.3,0
SNS001363,AC013,2023-11-25,70748,871.5,63.91,0.459,2208.5,229.5,0
SNS001364,AC013,2024-01-30,70756,864.6,63.09,0.661,2112.0,186.6,0
SNS001365,AC013,2023-01-24,70764,877.6,61.09,0.445,2190.8,242.4,0
SNS001366,AC013,2024-12-31,70772,869.0,60.45,0.297,2325.0,182.2,0
SNS001367,AC013,2023-01-11,70780,870.7,82.59,0.859,2212.2,225.5,0
SNS001368,AC013,2022-11-15,70788,865.2,84.06,0.684,2185.3,186.8,0
SNS001369,AC013,2024-08-26,70796,867.6,54.57,0.801,2313.1,195.4,0
SNS001370,AC013,2022-03-14,70804,867.8,65.85,0.541,2116.7,224.7,0
SNS001371,AC013,2024-10-24,70812,869.4,79.29,0.729,2481.5,254.3,0
SNS001372,AC013,2024-05-17,70820,879.7,52.75,0.426,2268.0,213.1,0
SNS001373,AC013,2024-03-28,70828,864.5,59.63,0.859,2382.1,215.9,0
SNS001374,AC013,2023-05-14,70836,864.3,74.8,0.378,2150.2,180.2,0
SNS001375,AC013,2024-06-24,70844,878.9,71.11,0.395,2106.0,183.1,0
SNS001376,AC013,2023-11-04,70852,871.4,76.78,0.544,2407.4,220.2,0
SNS001377,AC013,2022-05-13,70860,866.5,66.55,0.36,2262.7,215.8,0
SNS001378,AC013,2023-03-09,70868,876.4,64.94,0.716,2492.1,230.3,0
SNS001379,AC013,2022-04-06,70876,869.0,50.82,0.868,2108.2,202.9,0
SNS001380,AC013,2024-01-28,70884,879.1,63.58,0.865,2481.4,226.4,0
SNS001381,AC013,2022-08-28,70892,875.1,45.29,0.65,2314.1,234.4,0
SNS001382,AC013,2022-08-23,70900,867.8,70.29,0.61,2584.6,187.1,0
SNS001383,AC013,2023-08-06,70908,880.7,55.94,0.635,2278.1,183.4,0
SNS001384,AC013,2023-10-01,70916,868.5,56.79,0.872,2376.9,191.0,0
SNS001385,AC013,2024-09-05,70924,873.7,79.87,0.561,2440.9,254.1,0
SNS001386,AC013,2024-02-27,70932,873.0,76.34,0.611,2266.0,231.9,0
SNS001387,AC013,2024-11-02,70940,881.6,81.21,0.31,2427.7,196.9,0
SNS001388,AC013,2023-03-22,70948,880.0,64.18,0.812,2252.2,206.0,0
SNS001389,AC013,2024-11-10,70956,875.3,48.28,0.161,2464.8,198.9,0
SNS001390,AC013,2022-05-13,70964,870.8,75.36,0.824,2433.9,200.9,0
SNS001391,AC013,2024-04-13,70972,874.7,54.58,0.603,2485.2,238.4,0
SNS001392,AC013,2023-06-17,70980,868.8,68.36,0.874,2374.4,201.9,0
SNS001393,AC013,2024-05-04,70988,883.2,51.22,0.373,2250.8,235.0,0
SNS001394,AC013,2024-02-11,70996,871.4,62.33,0.56,2351.0,215.8,0
SNS001395,AC013,2022-05-31,71004,871.5,45.13,0.593,2584.3,251.0,0
SNS001396,AC013,2024-04-12,71012,877.4,80.7,0.219,2546.7,198.4,0
SNS001397,AC013,2023-08-26,71020,865.9,48.98,0.263,2148.0,184.4,0
SNS001398,AC013,2024-02-20,71028,867.0,55.16,0.441,2597.7,209.6,0
SNS001399,AC013,2023-04-20,71036,876.9,79.46,0.285,2154.0,215.3,0
SNS001400,AC013,2024-10-22,71044,870.1,51.46,0.815,2493.3,255.5,0
SNS001401,AC013,2023-12-28,71052,871.7,75.88,0.65,2570.9,219.1,0
SNS001402,AC013,2024-01-16,71060,873.1,47.26,0.558,2352.8,242.7,0
SNS001403,AC013,2022-09-03,71068,879.7,53.79,0.3,2479.2,241.9,0
SNS001404,AC013,2022-07-12,71076,881.0,45.64,0.364,2291.3,255.5,0
SNS001405,AC013,2023-06-02,71084,878.7,80.4,0.39,2524.1,201.0,0
SNS001406,AC013,2022-08-03,71092,869.4,61.79,0.348,2272.5,232.8,0
SNS001407,AC013,2022-10-21,71100,868.0,76.05,0.721,2242.9,258.9,0
SNS001408,AC013,2023-06-11,71108,878.5,71.73,0.569,2541.7,246.8,0
SNS001409,AC013,2024-08-06,71116,873.4,54.58,0.534,2514.2,190.8,0
SNS001410,AC013,2023-01-23,71124,875.9,76.5,0.496,2397.1,254.5,1
SNS001411,AC013,2023-10-02,71132,884.7,76.77,0.681,2101.2,244.1,0
SNS001412,AC013,2022-09-05,71140,875.9,55.06,0.731,2235.1,243.7,0
SNS001413,AC013,2024-06-10,71148,878.8,51.86,0.29,2177.5,208.3,0
SNS001414,AC013,2024-02-29,71156,882.0,52.68,0.765,2315.1,192.2,0
SNS001415,AC013,2022-06-30,71164,869.1,54.9,0.215,2444.0,207.6,0
SNS001416,AC013,2022-01-19,71172,880.4,58.39,0.877,2535.4,230.3,0
SNS001417,AC013,2022-10-17,71180,878.9,57.62,0.442,2551.3,220.3,0
SNS001418,AC013,2023-07-15,71188,878.0,65.26,0.276,2106.6,192.5,0
SNS001419,AC013,2022-05-28,71196,879.6,52.23,0.36,2446.1,194.7,0
SNS001420,AC013,2023-03-10,71204,877.9,81.83,0.718,2224.1,212.5,0
SNS001421,AC013,2022-11-21,71212,877.7,54.16,0.833,2162.7,215.8,0
SNS001422,AC013,2024-05-29,71220,880.3,61.78,0.621,2555.8,243.5,0
SNS001423,AC013,2022-09-11,71228,874.7,78.04,0.747,2368.7,215.7,0
SNS001424,AC013,2024-07-26,71236,874.2,67.41,0.267,2387.6,201.5,1
SNS001425,AC013,2022-05-30,71244,867.5,64.19,0.628,2347.5,259.1,0
SNS001426,AC013,2024-04-05,71252,865.1,54.83,0.782,2582.0,180.4,0
SNS001427,AC013,2023-11-08,71260,883.4,70.56,0.839,2423.1,196.7,0
SNS001428,AC013,2023-01-18,71268,865.5,47.83,0.209,2456.6,242.2,0
SNS001429,AC013,2022-08-08,71276,874.9,68.18,0.408,2251.2,253.2,0
SNS001430,AC013,2024-12-29,71284,871.8,52.57,0.644,2497.7,233.2,0
SNS001431,AC013,2022-07-16,71292,878.0,48.47,0.459,2370.3,180.9,0
SNS001432,AC013,2023-05-27,71300,879.7,65.86,0.828,2535.7,197.8,0
SNS001433,AC013,2024-12-18,71308,884.7,73.37,0.648,2536.7,256.4,0
SNS001434,AC013,2023-12-26,71316,871.1,79.91,0.84,2381.7,223.5,0
SNS001435,AC013,2022-07-13,71324,874.2,54.24,0.777,2530.1,226.4,0
SNS001436,AC013,2022-06-22,71332,872.5,59.9,0.451,2350.1,247.7,0
SNS001437,AC013,2023-04-28,71340,878.2,58.09,0.384,2118.9,191.3,1
SNS001438,AC013,2022-12-24,71348,888.7,56.27,0.92,2376.1,228.4,0
SNS001439,AC013,2023-11-21,71356,874.7,75.96,0.91,2173.2,256.7,0
SNS001440,AC013,2024-05-22,71364,886.5,47.59,0.803,2222.4,183.4,0
SNS001441,AC013,2022-05-14,71372,875.0,56.3,0.175,2533.2,247.5,0
SNS001442,AC013,2024-10-13,71380,888.5,44.35,0.277,2407.6,221.9,0
SNS001443,AC013,2024-09-05,71388,880.1,51.34,0.916,2365.5,213.5,0
SNS001444,AC013,2024-12-28,71396,867.3,66.62,0.734,2378.6,244.8,0
SNS001445,AC013,2022-12-02,71404,874.5,46.33,0.88,2335.5,195.7,0
SNS001446,AC013,2024-12-12,71412,876.8,62.03,0.894,2477.2,226.3,0
SNS001447,AC013,2022-01-21,71420,876.4,82.16,0.171,2126.0,247.6,1
SNS001448,AC013,2024-03-12,71428,876.4,76.4,0.508,2416.2,258.8,0
SNS001449,AC013,2023-08-06,71436,884.0,64.67,0.405,2426.6,229.9,1
SNS001450,AC013,2024-12-20,71444,879.7,46.47,0.287,2214.2,189.4,0
SNS001451,AC013,2022-12-23,71452,874.8,75.96,0.287,2167.6,216.3,0
SNS001452,AC013,2022-12-24,71460,893.1,56.56,0.207,2248.4,233.7,1
SNS001453,AC013,2023-08-29,71468,879.3,79.43,0.378,2420.4,220.5,0
SNS001454,AC013,2023-09-30,71476,889.4,55.0,0.573,2128.7,245.1,0
SNS001455,AC013,2022-12-22,71484,884.6,54.51,0.506,2299.9,259.0,1
SNS001456,AC013,2023-05-11,71492,869.4,58.1,0.928,2424.8,231.9,0
SNS001457,AC013,2023-11-20,71500,883.0,65.57,0.44,2106.8,239.3,1
SNS001458,AC013,2022-03-06,71508,882.3,46.04,0.307,2321.9,191.6,1
SNS001459,AC013,2022-06-09,71516,889.5,74.23,0.963,2453.3,180.2,0
SNS001460,AC013,2023-04-30,71524,876.4,74.9,0.658,2390.3,201.2,0
SNS001461,AC013,2022-08-25,71532,871.4,57.19,0.14,2543.3,234.2,0
SNS001462,AC014,2022-01-15,6704,853.1,62.39,0.889,2504.7,210.7,0
SNS001463,AC014,2023-03-01,6712,858.2,60.51,0.321,2480.3,211.9,0
SNS001464,AC014,2023-04-10,6720,855.1,60.16,0.335,2552.1,256.3,0
SNS001465,AC014,2023-01-25,6728,856.4,47.54,0.169,2324.4,228.2,0
SNS001466,AC014,2023-08-28,6736,862.4,81.83,0.301,2267.2,188.8,0
SNS001467,AC014,2024-01-12,6744,867.7,47.93,0.817,2105.8,247.3,0
SNS001468,AC014,2023-11-13,6752,861.6,62.59,0.749,2418.8,192.6,0
SNS001469,AC014,2024-05-04,6760,854.3,59.49,0.401,2335.9,214.6,0
SNS001470,AC014,2024-01-11,6768,861.8,49.34,0.623,2114.1,236.4,0
SNS001471,AC014,2024-12-15,6776,866.3,59.95,0.901,2127.2,213.1,0
SNS001472,AC014,2024-05-17,6784,856.4,56.77,0.235,2196.6,250.7,0
SNS001473,AC014,2024-06-20,6792,859.4,48.16,0.345,2121.9,217.7,0
SNS001474,AC014,2024-10-17,6800,860.1,50.97,0.675,2531.9,229.9,0
SNS001475,AC014,2024-10-07,6808,856.7,71.96,0.385,2296.9,189.8,0
SNS001476,AC014,2024-12-15,6816,863.6,81.39,0.605,2555.1,254.0,0
SNS001477,AC014,2022-08-25,6824,859.7,74.04,0.795,2149.3,257.7,0
SNS001478,AC014,2023-10-12,6832,863.4,49.32,0.164,2181.2,201.0,0
SNS001479,AC014,2022-11-18,6840,855.8,77.14,0.354,2282.1,204.4,0
SNS001480,AC014,2024-05-02,6848,858.4,47.84,0.645,2201.9,185.9,0
SNS001481,AC014,2024-08-20,6856,865.4,80.13,0.324,2386.7,253.8,0
SNS001482,AC014,2024-04-19,6864,858.8,57.7,0.831,2258.7,184.3,0
SNS001483,AC014,2023-12-22,6872,869.6,77.4,0.262,2103.7,189.8,0
SNS001484,AC014,2022-07-05,6880,860.3,60.82,0.841,2330.8,211.0,0
SNS001485,AC014,2023-02-27,6888,862.8,46.23,0.195,2162.9,197.1,0
SNS001486,AC014,2023-03-30,6896,867.0,71.27,0.534,2514.1,187.0,0
SNS001487,AC014,2022-11-29,6904,852.7,54.72,0.357,2393.6,208.6,0
SNS001488,AC014,2024-05-14,6912,851.8,46.09,0.563,2432.9,248.2,0
SNS001489,AC014,2023-10-12,6920,853.2,50.04,0.427,2128.6,251.5,0
SNS001490,AC014,2024-06-15,6928,868.1,83.11,0.794,2137.6,213.7,0
SNS001491,AC014,2023-07-28,6936,857.8,75.36,0.245,2580.2,236.6,0
SNS001492,AC014,2022-05-23,6944,875.9,54.75,0.918,2258.6,203.3,0
SNS001493,AC014,2024-03-21,6952,860.8,50.34,0.85,2364.1,190.2,0
SNS001494,AC014,2022-05-08,6960,863.5,80.45,0.822,2163.1,185.9,0
SNS001495,AC014,2022-06-12,6968,869.4,65.2,0.433,2212.2,244.5,0
SNS001496,AC014,2023-12-14,6976,870.4,72.96,0.596,2219.0,253.5,0
SNS001497,AC014,2024-05-15,6984,872.0,50.63,0.789,2347.6,214.0,0
SNS001498,AC014,2023-10-28,6992,866.9,81.86,0.187,2316.6,249.3,0
SNS001499,AC014,2023-10-07,7000,865.1,46.27,0.363,2510.8,188.3,0
SNS001500,AC014,2023-03-13,7008,865.3,84.67,0.638,2565.7,231.3,0
SNS001501,AC014,2023-08-19,7016,867.1,74.31,0.752,2416.4,240.6,0
SNS001502,AC014,2022-01-25,7024,862.2,66.16,0.807,2122.8,218.7,0
SNS001503,AC014,2024-05-27,7032,859.0,71.99,0.376,2473.8,184.3,0
SNS001504,AC014,2024-12-15,7040,861.3,45.34,0.196,2436.8,230.7,0
SNS001505,AC014,2023-07-24,7048,862.8,64.1,0.792,2220.2,201.4,0
SNS001506,AC014,2023-04-02,7056,860.0,70.88,0.637,2404.4,199.9,0
SNS001507,AC014,2024-09-05,7064,863.8,71.48,0.507,2280.1,246.9,0
SNS001508,AC014,2024-01-14,7072,869.9,47.47,0.777,2451.2,243.8,0
SNS001509,AC014,2023-10-17,7080,860.9,84.22,0.742,2207.1,181.5,0
SNS001510,AC014,2022-08-25,7088,870.8,69.44,0.567,2448.3,201.5,0
SNS001511,AC014,2022-02-06,7096,859.2,58.77,0.58,2263.8,243.0,0
SNS001512,AC014,2023-12-27,7104,859.5,58.88,0.843,2176.6,185.4,0
SNS001513,AC014,2023-07-01,7112,859.6,50.73,0.438,2124.8,255.7,0
SNS001514,AC014,2022-12-19,7120,852.9,61.74,0.623,2145.2,207.7,0
SNS001515,AC014,2023-07-06,7128,860.1,72.47,0.685,2549.3,246.3,0
SNS001516,AC014,2024-02-20,7136,860.9,64.29,0.628,2546.2,182.1,0
SNS001517,AC014,2024-12-27,7144,875.0,73.98,0.184,2351.2,196.1,1
SNS001518,AC014,2022-11-04,7152,870.5,77.06,0.509,2391.3,228.2,1
SNS001519,AC014,2022-11-01,7160,861.0,79.54,0.302,2577.8,194.8,0
SNS001520,AC014,2024-03-10,7168,873.3,50.0,0.126,2445.1,246.7,0
SNS001521,AC014,2024-11-29,7176,873.0,81.94,0.852,2161.6,194.0,0
SNS001522,AC014,2024-08-01,7184,868.8,82.65,0.342,2194.7,243.3,0
SNS001523,AC014,2024-10-14,7192,864.5,64.14,0.247,2257.8,219.4,0
SNS001524,AC014,2024-09-30,7200,862.6,51.38,0.768,2438.1,204.8,0
SNS001525,AC014,2023-06-02,7208,860.1,62.29,0.305,2340.6,189.0,0
SNS001526,AC014,2024-11-06,7216,869.7,69.2,0.618,2171.7,184.0,0
SNS001527,AC014,2023-11-06,7224,878.4,49.47,0.916,2496.8,198.1,1
SNS001528,AC014,2022-01-05,7232,875.7,67.11,0.431,2524.2,234.7,0
SNS001529,AC014,2023-04-04,7240,861.6,71.38,0.27,2205.4,226.8,0
SNS001530,AC014,2024-07-18,7248,856.3,65.56,0.615,2311.1,234.5,0
SNS001531,AC014,2022-05-27,7256,862.5,50.69,0.304,2151.8,232.8,0
SNS001532,AC014,2022-05-31,7264,854.0,52.94,0.203,2337.7,195.0,0
SNS001533,AC014,2022-04-01,7272,863.9,55.1,0.895,2239.5,222.0,0
SNS001534,AC014,2023-08-14,7280,866.6,79.26,0.277,2169.7,238.3,0
SNS001535,AC014,2022-12-15,7288,867.0,66.3,0.779,2361.9,205.7,1
SNS001536,AC014,2024-08-29,7296,853.3,75.52,0.722,2387.8,196.6,0
SNS001537,AC014,2022-08-03,7304,865.7,45.09,0.541,2276.6,250.2,0
SNS001538,AC014,2024-11-29,7312,860.1,69.36,0.217,2574.9,188.9,0
SNS001539,AC014,2023-01-16,7320,856.3,70.69,0.527,2408.6,244.8,0
SNS001540,AC014,2023-03-05,7328,851.0,59.29,0.63,2137.3,215.9,0
SNS001541,AC014,2023-09-10,7336,863.4,68.51,0.569,2486.3,199.7,0
SNS001542,AC014,2022-01-07,7344,871.7,70.15,0.906,2318.8,239.2,0
SNS001543,AC014,2023-04-19,7352,874.9,48.09,0.771,2322.7,233.7,0
SNS001544,AC014,2023-06-30,7360,862.8,56.66,0.422,2254.3,215.2,0
SNS001545,AC014,2024-09-26,7368,867.4,44.49,0.413,2216.3,208.5,1
SNS001546,AC014,2024-11-05,7376,868.9,78.43,0.871,2375.9,188.1,0
SNS001547,AC014,2022-09-12,7384,864.5,45.07,0.596,2189.6,232.2,0
SNS001548,AC014,2023-10-22,7392,863.1,81.98,0.695,2367.5,219.4,0
SNS001549,AC014,2022-12-06,7400,875.7,64.36,0.752,2209.6,185.6,0
SNS001550,AC014,2023-08-27,7408,868.3,80.08,0.76,2217.4,239.5,0
SNS001551,AC014,2024-07-02,7416,869.4,59.18,0.486,2545.9,184.9,1
SNS001552,AC014,2024-04-02,7424,862.5,80.79,0.194,2386.5,259.0,0
SNS001553,AC014,2024-06-01,7432,864.9,83.95,0.942,2395.1,207.0,0
SNS001554,AC014,2023-05-17,7440,862.8,73.29,0.811,2227.8,184.6,0
SNS001555,AC014,2024-09-25,7448,865.9,47.31,0.512,2487.0,197.2,0
SNS001556,AC014,2023-03-09,7456,863.3,48.68,0.542,2168.6,184.1,0
SNS001557,AC014,2022-01-30,7464,869.2,81.24,0.541,2122.5,191.5,0
SNS001558,AC014,2022-07-17,7472,862.0,77.44,0.493,2446.4,190.2,0
SNS001559,AC014,2024-06-02,7480,875.7,81.37,0.34,2280.1,243.1,0
SNS001560,AC014,2024-05-19,7488,871.9,76.98,0.63,2403.0,206.8,1
SNS001561,AC014,2024-02-27,7496,871.5,81.37,0.661,2159.8,181.9,0
SNS001562,AC014,2022-11-22,7504,869.3,73.54,0.196,2272.8,223.9,1
SNS001563,AC014,2022-02-16,7512,860.2,56.24,0.946,2260.4,253.6,0
SNS001564,AC014,2024-04-28,7520,872.8,76.11,0.893,2231.5,205.7,0
SNS001565,AC014,2024-07-03,7528,878.3,73.22,0.753,2489.9,245.9,0
SNS001566,AC014,2023-08-26,7536,873.4,44.79,0.429,2127.8,256.6,0
SNS001567,AC014,2022-06-23,7544,875.0,80.31,0.916,2433.0,213.6,1
SNS001568,AC015,2022-12-23,73902,823.7,74.17,0.617,2499.4,228.1,0
SNS001569,AC015,2023-05-13,73910,813.4,84.24,0.157,2542.1,249.1,0
SNS001570,AC015,2022-06-10,73918,818.6,46.32,0.691,2369.4,211.0,0
